1640625,416666.66666666686,390625.00000000006,83333.333333333299,322916.66666666669,-130208.33333333334,78124.999999999942,-104166.66666666666,-78125.000000000044,41666.666666666657,161458.33333333334,-130208.33333333334,-820312.5,-208333.33333333331,-390625,41666.666666666657,161458.33333333331,-65104.166666666642,-898437.50000000023,-104166.6666666668,78125.000000000029,83333.333333333299,322916.66666666669,-65104.166666666642
416666.66666666669,1397569.4444444445,292968.75,-371527.77777777775,-83333.333333333372,173611.11111111107,-104166.66666666666,138888.88888888882,-58593.750000000022,-185763.88888888885,-41666.666666666657,173611.11111111107,-208333.33333333326,-698784.72222222202,-292968.75,-185763.88888888888,-41666.666666666657,86805.555555555533,-104166.66666666674,-837673.61111111124,58593.750000000022,-371527.77777777775,-83333.333333333358,86805.555555555533
390625.00000000006,292968.75,2929687.5,78125.000000000015,-104166.66666666667,0,78125.000000000029,58593.750000000022,976562.49999999977,78125.000000000015,-104166.66666666667,0,-390625,-292968.75,-1464843.7499999995,39062.5,-52083.333333333328,0,-78125.000000000058,-58593.750000000015,-2441406.2500000005,39062.5,-52083.333333333328,0
83333.333333333343,-371527.77777777775,78125.000000000015,267326.38888888893,-59921.875,-878.90624999999181,41666.666666666672,-185763.88888888888,-78125.000000000015,133194.44444444441,-30312.499999999989,-292.96874999999204,-41666.666666666657,185763.88888888888,-39062.5,98975.694444444438,9127.6041666666697,878.90625000000796,-83333.333333333343,371527.77777777775,39062.5,198420.13888888888,18606.770833333358,292.96875000000784
322916.66666666669,-83333.333333333314,-104166.66666666667,-59921.875000000007,302280.81597222225,-659.17968749999397,161458.33333333334,-41666.666666666664,104166.66666666667,-30312.500000000007,150876.73611111109,-219.72656249999397,-161458.33333333334,41666.666666666657,52083.333333333328,9127.6041666666661,93651.258680555533,659.17968750000591,-322916.66666666669,83333.333333333314,-52083.333333333328,18606.770833333336,187566.18923611112,219.726562500006
-130208.33333333334,173611.11111111107,0,-878.90624999999193,-659.17968749999397,220187.71701388893,130208.33333333334,-173611.11111111112,0,292.96875000000796,219.72656250000594,216769.74826388891,65104.16666666665,-86805.555555555533,0,878.90625000000784,659.17968750000591,106920.03038194444,-65104.166666666672,86805.555555555562,0,-292.96874999999204,-219.72656249999397,107164.17100694444
78124.999999999942,-104166.66666666669,78125.000000000044,41666.666666666657,161458.33333333334,130208.33333333334,1640625,416666.6666666668,-390625.00000000006,83333.333333333299,322916.66666666674,130208.33333333334,-898437.50000000023,-104166.6666666668,-78125.000000000029,83333.333333333299,322916.66666666674,65104.166666666672,-820312.5,-208333.33333333328,390625.00000000006,41666.666666666664,161458.33333333331,65104.166666666672
-104166.66666666667,138888.88888888882,58593.750000000022,-185763.88888888888,-41666.666666666672,-173611.11111111112,416666.66666666669,1397569.4444444445,-292968.75,-371527.77777777781,-83333.333333333358,-173611.11111111112,-104166.66666666674,-837673.61111111124,-58593.750000000022,-371527.77777777775,-83333.333333333358,-86805.555555555562,-208333.33333333326,-698784.72222222213,292968.75,-185763.88888888888,-41666.666666666672,-86805.555555555562
-78125.000000000029,-58593.750000000022,976562.49999999977,-78125.000000000015,104166.66666666667,0,-390625.00000000006,-292968.75,2929687.5000000005,-78125.000000000015,104166.66666666667,0,78125.000000000044,58593.750000000022,-2441406.2500000005,-39062.5,52083.333333333328,0,390625,292968.75,-1464843.7499999995,-39062.5,52083.333333333328,0
41666.666666666657,-185763.88888888885,78125.000000000015,133194.44444444441,-30312.499999999993,292.9687500000079,83333.333333333343,-371527.77777777781,-78125.000000000015,267326.38888888893,-59921.875,878.90625000000796,-83333.333333333343,371527.77777777781,-39062.5,198420.13888888888,18606.770833333358,-292.96874999999204,-41666.666666666672,185763.88888888888,39062.5,98975.694444444438,9127.6041666666697,-878.90624999999181
