0,0,0,-4.3252206066502825e-06,4.3252206066501589e-06,0
0,0,0,-6.6792786360264427e-05,3.254751595512925e-06,0
0,0,0,-8.632441835048412e-05,4.3698930297592193e-20,0
0,0,0,-6.6792786360263289e-05,-3.2547515955129064e-06,0
0,0,0,-4.325220606650341e-06,-4.3252206066503545e-06,0
0,0,0,-3.2547515955128192e-06,6.6792786360264156e-05,0
0,0,-3.0538246908342565e-05,-5.0115888298464703e-05,5.0115888298465062e-05,0
0,0,-4.353851663068983e-05,-8.6363512395956028e-05,9.6312558716864082e-20,0
0,0,-3.053824690834245e-05,-5.0115888298465462e-05,-5.0115888298465665e-05,0
0,0,0,-3.2547515955126612e-06,-6.6792786360262923e-05,0
0,0,0,-9.2006721404146195e-20,8.632441835048397e-05,0
0,0,-4.3538516630689762e-05,-3.2460073528806364e-19,8.6363512395955865e-05,0
0,0,-6.7773745905813288e-05,2.3804391868595464e-19,1.5095922533358013e-19,0
0,0,-4.3538516630689789e-05,-2.2471629285907795e-19,-8.6363512395956095e-05,0
0,0,0,-2.1282176021486521e-19,-8.6324418350483889e-05,0
0,0,0,3.2547515955131529e-06,6.679278636026642e-05,0
0,0,-3.0538246908342714e-05,5.0115888298464351e-05,5.0115888298463456e-05,0
0,0,-4.3538516630689491e-05,8.6363512395957193e-05,1.7547335456350934e-19,0
0,0,-3.0538246908342484e-05,5.011588829846511e-05,-5.0115888298464595e-05,0
0,0,0,3.2547515955142723e-06,-6.6792786360264455e-05,0
0,0,0,4.3252206066498895e-06,4.3252206066499802e-06,0
0,0,0,6.6792786360265525e-05,3.254751595512992e-06,0
0,0,0,8.6324418350481179e-05,-2.6065447834579632e-19,0
0,0,0,6.6792786360263628e-05,-3.2547515955127624e-06,0
0,0,0,4.3252206066493855e-06,-4.3252206066502233e-06,0
